Beat,Description,Grid,Occurence_Date,Offense_Category,Offense_Code,Offense_Ext,Police_District,Record_ID,Day_of_the_Week,Month,Year,Hour,Encoded_Beat
4C,459 PC BURG VEHICLE,1264,"Fri 03-13-2020, 08:00:00 PM",BURGLARY,2299,01,4,1444830,5,13,2020,20,11
3B,484 PC PETTY THEFT,766,"Sun 03-15-2020, 04:30:00 PM",LARCENY,2399,2,3,1444831,7,15,2020,16,7
6D,496(A) REC STOLEN PROP-MISD,811,"Wed 03-18-2020, 09:08:00 AM",STOLEN PROP,2803,05,6,1444834,3,18,2020,09,18
3M,484 PC PETTY THEFT,744,"Sun 03-08-2020, 01:00:00 AM",LARCENY,2399,2,3,1444836,7,08,2020,01,8
6C,484 PC PETTY THEFT,1111,"Sun 03-15-2020, 07:30:00 PM",LARCENY,2399,2,6,1444837,7,15,2020,19,17
5C,484 PC PETTY THEFT,1647,"Tue 03-17-2020, 05:10:00 PM",LARCENY,2399,2,5,1444839,2,17,2020,17,14
1A,459 PC BURG VEHICLE,338,"Mon 03-16-2020, 12:30:00 PM",BURGLARY,2299,01,1,1444843,1,16,2020,12,0
6D,484 PC PETTY THEFT,846,"Sat 03-14-2020, 03:40:00 PM",LARCENY,2399,2,6,1444845,6,14,2020,15,18
2B,484 PC PETTY THEFT,563,"Mon 03-16-2020, 04:53:00 PM",LARCENY,2399,2,2,1444849,1,16,2020,16,4
4C,1708 US THEFT OF MAIL,1253,"Mon 03-16-2020, 08:10:00 AM",LARCENY,2310,0,4,1444861,1,16,2020,08,11
6D,459 PC BURG VEHICLE,861,"Sat 03-14-2020, 07:01:00 PM",BURGLARY,2299,01,6,1444867,6,14,2020,19,18
6A,211 PC ROBBERY-UNSPECIFIED,1042,"Wed 03-18-2020, 11:02:00 AM",ROBBERY,1299,0,6,1444869,3,18,2020,11,15
4C,459 PC BURG VEHICLE,1294,"Sun 03-15-2020, 09:00:00 PM",BURGLARY,2299,01,4,1444873,7,15,2020,21,11
6D,459 PC BURG VEHICLE,802,"Wed 03-18-2020, 10:01:00 AM",BURGLARY,2299,01,6,1444875,3,18,2020,10,18
6D,459 PC BURG VEHICLE,802,"Wed 03-18-2020, 08:25:00 AM",BURGLARY,2299,01,6,1444879,3,18,2020,08,18
6E,484 PETTY THEFT CLOUT UNLOCKED,1102,"Mon 03-16-2020, 11:30:00 PM",LARCENY,2305,0,6,1444885,1,16,2020,23,19
6B,459 PC BURG VEHICLE,1084,"Tue 03-17-2020, 09:00:00 PM",BURGLARY,2299,01,6,1444889,2,17,2020,21,16
3A,O/S AGENCY  10851 VC LOCATE,721,"Wed 03-18-2020, 10:45:00 AM",AUTO THEFT,2404,13,3,1444892,3,18,2020,10,6
4C,459 PC BURG VEHICLE,1301,"Sat 03-14-2020, 05:30:00 PM",BURGLARY,2299,01,4,1444898,6,14,2020,17,11
6E,459 PC BURG VEHICLE,878,"Fri 03-13-2020, 07:00:00 AM",BURGLARY,2299,01,6,1444899,5,13,2020,07,19
5B,466 PC POSS OF BURG TOOLS,1616,"Wed 03-18-2020, 03:04:00 PM",BURGLARY,2206,0,5,1444922,3,18,2020,15,13
6B,466 PC POSS OF BURG TOOLS,1065,"Wed 03-18-2020, 03:03:00 PM",BURGLARY,2206,0,6,1444927,3,18,2020,15,16
2B,496(A) REC STOLEN PROP-FEL,563,"Wed 03-18-2020, 08:14:00 PM",STOLEN PROP,2803,0,2,1444937,3,18,2020,20,4
6D,484 PC PETTY THEFT,802,"Mon 03-16-2020, 12:00:00 AM",LARCENY,2399,2,6,1444943,1,16,2020,00,18
6E,1708 US THEFT OF MAIL,877,"Thu 02-20-2020, 11:20:00 AM",LARCENY,2310,0,6,1444945,4,20,2020,11,19
6C,484 PC PETTY THEFT,1403,"Sat 03-14-2020, 03:05:00 PM",LARCENY,2399,2,6,1444946,6,14,2020,15,17
6C,484 PC PETTY THEFT,1113,"Mon 03-09-2020, 06:20:00 PM",LARCENY,2399,2,6,1444947,1,09,2020,18,17
1B,484 PC PETTY THEFT,401,"Fri 03-13-2020, 02:15:00 PM",LARCENY,2399,2,1,1444948,5,13,2020,14,1
4C,484 PC PETTY THEFT,1266,"Mon 03-16-2020, 01:00:00 PM",LARCENY,2399,2,4,1444949,1,16,2020,13,11
6A,484 PC PETTY THEFT,1015,"Tue 03-17-2020, 04:16:00 PM",LARCENY,2399,2,6,1444950,2,17,2020,16,15
6C,484 PETTY THEFT CLOUT UNLOCKED,1153,"Fri 03-13-2020, 12:00:00 AM",LARCENY,2305,0,6,1444951,5,13,2020,00,17
4A,459 PC BURG VEHICLE,905,"Wed 03-18-2020, 06:40:00 AM",BURGLARY,2299,01,4,1444952,3,18,2020,06,9
3M,459 PC BURG VEHICLE,732,"Tue 03-17-2020, 07:55:00 PM",BURGLARY,2299,01,3,1444953,2,17,2020,19,8
6C,459 PC BURG VEHICLE,1113,"Wed 03-11-2020, 08:00:00 PM",BURGLARY,2299,01,6,1444954,3,11,2020,20,17
6E,459 PC BURG VEHICLE,899,"Tue 03-17-2020, 03:30:00 PM",BURGLARY,2299,01,6,1444958,2,17,2020,15,19
2B,459 PC BURG VEHICLE,564,"Fri 03-13-2020, 06:00:00 PM",BURGLARY,2299,01,2,1444974,5,13,2020,18,4
5B,459 PC BURG VEHICLE,1604,"Tue 03-17-2020, 02:45:00 AM",BURGLARY,2299,01,5,1444976,2,17,2020,02,13
5B,459 PC BURG VEHICLE,1603,"Tue 03-17-2020, 04:32:00 AM",BURGLARY,2299,01,5,1444978,2,17,2020,04,13
2C,484 PC PETTY THEFT,612,"Tue 03-17-2020, 08:00:00 AM",LARCENY,2399,2,2,1444980,2,17,2020,08,5
6D,484 PETTY THEFT/LICENSE PLATE,847,"Thu 03-12-2020, 10:00:00 AM",LARCENY,2399,4,6,1444991,4,12,2020,10,18
2A,459 PC BURG RESIDENCE-NO FORCE,513,"Mon 03-16-2020, 01:00:00 PM",BURGLARY,2204,0,2,1444992,1,16,2020,13,3
6A,484 PC PETTY THEFT,1034,"Tue 03-17-2020, 06:30:00 PM",LARCENY,2399,2,6,1445012,2,17,2020,18,15
4C,1708 US THEFT OF MAIL,1267,"Tue 03-03-2020, 08:00:00 AM",LARCENY,2310,0,4,1445027,2,03,2020,08,11
2A,484 PC PETTY THEFT,237,"Mon 03-16-2020, 02:35:00 PM",LARCENY,2399,2,2,1445042,1,16,2020,14,3
2A,459 PC BURG VEHICLE,503,"Thu 03-19-2020, 10:00:00 AM",BURGLARY,2299,01,2,1445043,4,19,2020,10,3
1A,487(A) PC GRAND THEFT >$950,337,"Mon 03-16-2020, 03:34:00 PM",LARCENY,2303,1,1,1445047,1,16,2020,15,0
3M,211 PC ROBBERY-SHOPLIFT,742,"Thu 03-19-2020, 02:01:00 PM",ROBBERY,1203,0,3,1445059,4,19,2020,14,8
6D,459 PC BURG BUSINESS-FORCE,825,"Fri 03-13-2020, 12:44:00 AM",BURGLARY,2203,0,6,1445088,5,13,2020,00,18
5A,1708 US THEFT OF MAIL,1364,"Fri 03-13-2020, 01:59:00 PM",LARCENY,2310,0,5,1445099,5,13,2020,13,12
5B,O/S AGENCY  10851 VC LOCATE,1602,"Thu 03-19-2020, 05:52:00 PM",AUTO THEFT,2404,13,5,1445111,4,19,2020,17,13
3A,211 PC ROBBERY-UNSPECIFIED,783,"Thu 03-19-2020, 08:12:00 PM",ROBBERY,1299,0,3,1445115,4,19,2020,20,6
6D,459 PC BURG VEHICLE,841,"Sun 03-15-2020, 09:00:00 PM",BURGLARY,2299,01,6,1445120,7,15,2020,21,18
6A,459 PC BURG VEHICLE,1051,"Wed 03-18-2020, 03:00:00 AM",BURGLARY,2299,01,6,1445122,3,18,2020,03,15
6E,211 PC ROBBERY-SHOPLIFT,1101,"Thu 03-19-2020, 06:29:00 PM",ROBBERY,1203,0,6,1445123,4,19,2020,18,19
1C,459 PC BURG RESIDENCE-FORCE,419,"Wed 03-18-2020, 06:35:00 PM",BURGLARY,2202,0,1,1445129,3,18,2020,18,2
2C,459 PC BURG VEHICLE,622,"Sat 02-29-2020, 01:30:00 AM",BURGLARY,2299,01,2,1445141,6,29,2020,01,5
4B,484 PETTY THEFT/LICENSE PLATE,1343,"Wed 03-18-2020, 12:00:00 PM",LARCENY,2399,4,4,1445143,3,18,2020,12,10
6C,487(A) PC GRAND THEFT >$950,1113,"Wed 03-18-2020, 02:30:00 PM",LARCENY,2303,1,6,1445145,3,18,2020,14,17
1A,487(A) PC GRAND THEFT >$950,337,"Sun 03-08-2020, 04:32:00 PM",LARCENY,2303,1,1,1445147,7,08,2020,16,0
1A,487(A) PC GRAND THEFT >$950,336,"Wed 02-19-2020, 03:00:00 PM",LARCENY,2303,1,1,1445148,3,19,2020,15,0
1A,484 PC PETTY THEFT,337,"Sat 03-07-2020, 10:09:00 AM",LARCENY,2399,2,1,1445150,6,07,2020,10,0
6E,484 PC PETTY THEFT,1102,"Thu 03-19-2020, 10:00:00 AM",LARCENY,2399,2,6,1445151,4,19,2020,10,19
4C,484 PC PETTY THEFT,1259,"Thu 03-19-2020, 05:11:00 PM",LARCENY,2399,2,4,1445160,4,19,2020,17,11
4C,459 PC BURG VEHICLE,1264,"Sat 03-14-2020, 05:30:00 AM",BURGLARY,2299,01,4,1445162,6,14,2020,05,11
6C,459 PC BURG BUSINESS-FORCE,1446,"Wed 03-18-2020, 10:30:00 AM",BURGLARY,2203,0,6,1445165,3,18,2020,10,17
6E,O/S AGENCY  10851 VC LOCATE,888,"Wed 03-18-2020, 10:19:00 AM",AUTO THEFT,2404,13,6,1445170,3,18,2020,10,19
6E,O/S AGENCY  10851 VC LOCATE,877,"Fri 03-20-2020, 12:11:00 AM",AUTO THEFT,2404,13,6,1445171,5,20,2020,00,19
6B,10855 VC LSE/RENT NOT RETURNED,1421,"Mon 01-06-2020, 05:00:00 PM",AUTO THEFT,2404,12,6,1445172,1,06,2020,17,16
6B,10855 VC LSE/RENT NOT RETURNED,1421,"Fri 01-24-2020, 04:30:00 PM",AUTO THEFT,2404,12,6,1445173,5,24,2020,16,16
6E,484 PETTY THEFT/LICENSE PLATE,872,"Wed 03-18-2020, 10:00:00 AM",LARCENY,2399,4,6,1445175,3,18,2020,10,19
4B,O/S AGENCY  10851 VC LOCATE,1354,"Fri 03-20-2020, 05:20:00 PM",AUTO THEFT,2404,13,4,1445204,5,20,2020,17,10
6E,211 PC ROBBERY-BUSINESS,888,"Fri 03-20-2020, 08:48:00 PM",ROBBERY,1299,2,6,1445206,5,20,2020,20,19
2B,602 PC TRESPASS,563,"Fri 03-20-2020, 02:16:00 PM",PRIVACY,5707,0,2,1445207,5,20,2020,14,4
2B,459 PC BURG RESIDENCE-FORCE,551,"Fri 03-13-2020, 12:00:00 PM",BURGLARY,2202,0,2,1445209,5,13,2020,12,4
6E,666(A) PETTY THFT W/PRIORS-FEL,878,"Fri 03-20-2020, 11:26:00 AM",THEFT,2399,27,6,1445213,5,20,2020,11,19
6B,O/S AGENCY  10851 VC LOCATE,1086,"Fri 03-20-2020, 12:44:00 PM",AUTO THEFT,2404,13,6,1445216,5,20,2020,12,16
1A,459 PC BURG RESIDENCE-NO FORCE,103,"Thu 03-19-2020, 08:57:00 AM",BURGLARY,2204,0,1,1445218,4,19,2020,08,0
1A,459 PC BURG BUSINESS-FORCE,333,"Thu 03-19-2020, 07:35:00 PM",BURGLARY,2203,0,1,1445220,4,19,2020,19,0
1C,O/S AGENCY  10851 VC LOCATE,429,"Fri 03-20-2020, 10:41:00 AM",AUTO THEFT,2404,13,1,1445222,5,20,2020,10,2
3A,211 PC ROBBERY-UNSPECIFIED,705,"Fri 03-20-2020, 08:54:00 AM",ROBBERY,1299,0,3,1445231,5,20,2020,08,6
6C,459 PC BURG BUSINESS-FORCE,1124,"Fri 03-20-2020, 05:09:00 AM",BURGLARY,2203,0,6,1445235,5,20,2020,05,17
4C,459 PC BURG BUSINESS-FORCE,1247,"Fri 03-20-2020, 11:27:00 PM",BURGLARY,2203,0,4,1445277,5,20,2020,23,11
2B,484 PETTY THEFT/LICENSE PLATE,541,"Thu 03-19-2020, 09:00:00 AM",LARCENY,2399,4,2,1445282,4,19,2020,09,4
6C,459 PC BURG BUSINESS-FORCE,1427,"Sat 03-21-2020, 12:00:00 AM",BURGLARY,2203,0,6,1445295,6,21,2020,00,17
5C,459 PC BURG RESIDENCE-FORCE,1654,"Fri 03-20-2020, 12:30:00 PM",BURGLARY,2202,0,5,1445296,5,20,2020,12,14
1A,459 PC BURG VEHICLE,136,"Tue 03-17-2020, 11:49:00 AM",BURGLARY,2299,01,1,1445332,2,17,2020,11,0
1C,459 PC BURG RESIDENCE-NO FORCE,429,"Sat 03-21-2020, 01:12:00 PM",BURGLARY,2204,0,1,1445333,6,21,2020,13,2
3A,484 PETTY THEFT-SHOPLIFT,776,"Sat 03-21-2020, 08:23:00 PM",LARCENY,2303,3,3,1445341,6,21,2020,20,6
2A,459 PC BURG RESIDENCE-FORCE,222,"Fri 03-20-2020, 12:00:00 AM",BURGLARY,2202,0,2,1445346,5,20,2020,00,3
3A,484 PETTY THEFT-PURSE SNATCH,783,"Sat 03-21-2020, 04:00:00 PM",LARCENY,2302,1,3,1445353,6,21,2020,16,6
2A,O/S AGENCY  10851 VC LOCATE,508,"Sat 03-21-2020, 07:46:00 PM",AUTO THEFT,2404,13,2,1445357,6,21,2020,19,3
4A,484 PETTY THEFT/LICENSE PLATE,927,"Wed 03-04-2020, 12:00:00 PM",LARCENY,2399,4,4,1445360,3,04,2020,12,9
5C,484 PC PETTY THEFT,1624,"Thu 03-19-2020, 10:45:00 PM",LARCENY,2399,2,5,1445380,4,19,2020,22,14
4C,459 PC BURG VEHICLE,1285,"Thu 03-19-2020, 06:00:00 PM",BURGLARY,2299,01,4,1445382,4,19,2020,18,11
1B,215(A) PC CARJACKING,401,"Sun 03-22-2020, 03:43:00 AM",ROBBERY,1212,0,1,1445383,7,22,2020,03,1
1B,484 PETTY THEFT/LICENSE PLATE,475,"Thu 03-19-2020, 08:00:00 PM",LARCENY,2399,4,1,1445387,4,19,2020,20,1
2A,459 PC BURG VEHICLE,222,"Sat 03-21-2020, 03:09:00 AM",BURGLARY,2299,01,2,1445391,6,21,2020,03,3
6E,602 PC TRESPASS,878,"Sun 03-22-2020, 11:17:00 AM",PRIVACY,5707,0,6,1445393,7,22,2020,11,19
6E,602 PC TRESPASS,878,"Sun 03-22-2020, 09:30:00 AM",PRIVACY,5707,0,6,1445394,7,22,2020,09,19
6C,459 PC BURG BUSINESS-FORCE,1132,"Sat 03-21-2020, 12:40:00 PM",BURGLARY,2203,0,6,1445399,6,21,2020,12,17
6C,484 PETTY THEFT/LICENSE PLATE,1124,"Fri 03-20-2020, 08:00:00 AM",LARCENY,2399,4,6,1445402,5,20,2020,08,17
6E,459 PC BURG BUSINESS-FORCE,1115,"Sun 03-22-2020, 04:58:00 AM",BURGLARY,2203,0,6,1445404,7,22,2020,04,19
3B,1708 US THEFT OF MAIL,767,"Fri 03-20-2020, 05:00:00 AM",LARCENY,2310,0,3,1445406,5,20,2020,05,7
6B,484 PC PETTY THEFT,1088,"Fri 03-20-2020, 07:00:00 PM",LARCENY,2399,2,6,1445408,5,20,2020,19,16
6D,459 PC BURG BUSINESS-FORCE,851,"Sat 03-21-2020, 05:30:00 PM",BURGLARY,2203,0,6,1445446,6,21,2020,17,18
4B,459 PC BURG RESIDENCE-FORCE,1354,"Sun 03-22-2020, 09:45:00 PM",BURGLARY,2202,0,4,1445459,7,22,2020,21,10
6B,211 PC ROBBERY-PURSE SNATCH,1086,"Sun 03-22-2020, 04:39:00 PM",ROBBERY,1210,0,6,1445462,7,22,2020,16,16
5A,484 PETTY THEFT/LICENSE PLATE,1365,"Sun 03-22-2020, 06:30:00 PM",LARCENY,2399,4,5,1445467,7,22,2020,18,12
2C,215(A) PC CARJACKING,606,"Sun 03-22-2020, 10:06:00 PM",ROBBERY,1212,0,2,1445473,7,22,2020,22,5
4C,487(D)(2) GRAND THFT GUN >$950,1282,"Sun 03-22-2020, 12:00:00 PM",LARCENY,2399,31,4,1445475,7,22,2020,12,11
5A,459 PC BURG RESIDENCE-FORCE,1371,"Mon 03-23-2020, 02:12:00 AM",BURGLARY,2202,0,5,1445491,1,23,2020,02,12
4C,484 PC PETTY THEFT,1287,"Thu 03-05-2020, 09:00:00 PM",LARCENY,2399,2,4,1445494,4,05,2020,21,11
6C,211 PC ROBBERY-PURSE SNATCH,1404,"Sun 03-22-2020, 11:08:00 PM",ROBBERY,1210,0,6,1445495,7,22,2020,23,17
5A,487(D)(2) GRAND THFT GUN <$950,1364,"Mon 01-20-2020, 12:00:00 PM",LARCENY,2399,32,5,1445497,1,20,2020,12,12
1B,484 PETTY THEFT/LICENSE PLATE,475,"Sat 03-14-2020, 12:00:00 PM",LARCENY,2399,4,1,1445501,6,14,2020,12,1
1C,602 PC TRESPASS,406,"Sun 03-22-2020, 12:50:00 PM",PRIVACY,5707,0,1,1445502,7,22,2020,12,2
4C,484 PC PETTY THEFT,1287,"Sun 03-08-2020, 08:18:00 PM",LARCENY,2399,2,4,1445504,7,08,2020,20,11
4B,O/S AGENCY  10851 VC LOCATE,998,"Mon 03-23-2020, 08:50:00 AM",AUTO THEFT,2404,13,4,1445520,1,23,2020,08,10
4A,459 PC BURG VEHICLE,927,"Tue 03-17-2020, 07:32:00 PM",BURGLARY,2299,01,4,1445522,2,17,2020,19,9
2A,484 PETTY THEFT/LICENSE PLATE,233,"Sun 03-01-2020, 12:00:00 PM",LARCENY,2399,4,2,1445535,7,01,2020,12,3
3B,O/S AGENCY  10851 VC LOCATE,708,"Mon 03-23-2020, 04:55:00 PM",AUTO THEFT,2404,13,3,1445567,1,23,2020,16,7
2B,211 PC ROBBERY-UNSPECIFIED,537,"Mon 03-23-2020, 05:28:00 PM",ROBBERY,1299,0,2,1445620,1,23,2020,17,4
6C,O/S AGENCY  10851 VC LOCATE,1409,"Mon 03-23-2020, 05:02:00 PM",AUTO THEFT,2404,13,6,1445625,1,23,2020,17,17
4B,459 PC BURG UNSPECIFIED-FEL,969,"Thu 03-12-2020, 01:30:00 PM",BURGLARY,2299,09,4,1445645,4,12,2020,13,10
6E,211 PC ROBBERY-SHOPLIFT,1116,"Mon 03-23-2020, 08:00:00 AM",ROBBERY,1203,0,6,1445665,1,23,2020,08,19
5B,459 PC BURG BUSINESS-FORCE,1359,"Sun 03-22-2020, 05:00:00 PM",BURGLARY,2203,0,5,1445670,7,22,2020,17,13
3B,484 PC PETTY THEFT,767,"Fri 03-20-2020, 05:00:00 PM",LARCENY,2399,2,3,1445672,5,20,2020,17,7
2C,484 PC PETTY THEFT,604,"Tue 03-03-2020, 05:45:00 AM",LARCENY,2399,2,2,1445681,2,03,2020,05,5
4B,484 PC PETTY THEFT,966,"Mon 03-23-2020, 05:00:00 PM",LARCENY,2399,2,4,1445682,1,23,2020,17,10
6D,O/S AGENCY  10851 VC LOCATE,853,"Mon 03-23-2020, 10:05:00 AM",AUTO THEFT,2404,13,6,1445689,1,23,2020,10,18
4A,484 PETTY THEFT CLOUT UNLOCKED,934,"Fri 03-20-2020, 11:30:00 AM",LARCENY,2305,0,4,1445692,5,20,2020,11,9
1C,1708 US THEFT OF MAIL,426,"Wed 03-18-2020, 11:45:00 AM",LARCENY,2310,0,1,1445697,3,18,2020,11,2
4A,484 PETTY THEFT CLOUT UNLOCKED,906,"Thu 03-19-2020, 09:00:00 PM",LARCENY,2305,0,4,1445698,4,19,2020,21,9
2B,1708 US THEFT OF MAIL,532,"Sun 01-12-2020, 05:20:00 PM",LARCENY,2310,0,2,1445700,7,12,2020,17,4
3B,484 PC PETTY THEFT,747,"Mon 02-03-2020, 01:15:00 AM",LARCENY,2399,2,3,1445705,1,03,2020,01,7
6E,484 PC PETTY THEFT,1102,"Fri 03-20-2020, 06:00:00 PM",LARCENY,2399,2,6,1445708,5,20,2020,18,19
4B,487(A) PC GRAND THEFT >$950,986,"Mon 03-23-2020, 05:45:00 PM",LARCENY,2303,1,4,1445709,1,23,2020,17,10
3A,459 PC BURG VEHICLE,725,"Thu 03-19-2020, 08:05:00 PM",BURGLARY,2299,01,3,1445713,4,19,2020,20,6
2A,459 PC BURG BUSINESS-FORCE,511,"Tue 03-10-2020, 03:54:00 AM",BURGLARY,2203,0,2,1445718,2,10,2020,03,3
5C,459 PC BURG VEHICLE,1605,"Sun 03-22-2020, 09:05:00 AM",BURGLARY,2299,01,5,1445723,7,22,2020,09,14
3A,484 PC PETTY THEFT,702,"Sat 03-07-2020, 11:03:00 AM",LARCENY,2399,2,3,1445724,6,07,2020,11,6
6C,459 PC BURG BUSINESS-FORCE,1448,"Sun 03-22-2020, 06:32:00 PM",BURGLARY,2203,0,6,1445725,7,22,2020,18,17
3B,484 PC PETTY THEFT,778,"Fri 03-20-2020, 07:05:00 PM",LARCENY,2399,2,3,1445726,5,20,2020,19,7
2B,459 PC BURG RESIDENCE-FORCE,552,"Sun 03-22-2020, 02:00:00 PM",BURGLARY,2202,0,2,1445727,7,22,2020,14,4
3B,484 PC PETTY THEFT,738,"Sat 03-21-2020, 02:05:00 PM",LARCENY,2399,2,3,1445728,6,21,2020,14,7
1A,484 PC PETTY THEFT,306,"Sat 03-21-2020, 12:15:00 AM",LARCENY,2399,2,1,1445729,6,21,2020,00,0
4A,459 PC BURG BUSINESS-FORCE,925,"Tue 03-24-2020, 02:31:00 AM",BURGLARY,2203,0,4,1445730,2,24,2020,02,9
6B,484 PC PETTY THEFT,1401,"Wed 03-18-2020, 08:18:00 PM",LARCENY,2399,2,6,1445731,3,18,2020,20,16
2A,459 PC BURG RESIDENCE-NO FORCE,222,"Sat 03-21-2020, 06:00:00 PM",BURGLARY,2204,0,2,1445732,6,21,2020,18,3
6C,484 PETTY THEFT-SHOPLIFT,1111,"Fri 03-20-2020, 01:30:00 PM",LARCENY,2303,3,6,1445733,5,20,2020,13,17
6E,484 PC PETTY THEFT,898,"Tue 03-10-2020, 05:30:00 PM",LARCENY,2399,2,6,1445734,2,10,2020,17,19
3B,484 PC PETTY THEFT,717,"Sun 03-22-2020, 03:00:00 AM",LARCENY,2399,2,3,1445735,7,22,2020,03,7
6D,484 PC PETTY THEFT,856,"Fri 03-20-2020, 10:05:00 AM",LARCENY,2399,2,6,1445736,5,20,2020,10,18
3B,459 PC BURG VEHICLE,768,"Mon 03-23-2020, 07:40:00 AM",BURGLARY,2299,01,3,1445737,1,23,2020,07,7
3B,487(A) GRAND THFT-RECYCL METAL,748,"Fri 03-20-2020, 07:50:00 AM",LARCENY,2399,23,3,1445739,5,20,2020,07,7
5C,487(A) GRAND THFT-RECYCL METAL,1623,"Fri 03-20-2020, 05:10:00 PM",LARCENY,2399,23,5,1445741,5,20,2020,17,14
4B,O/S AGENCY  10851 VC LOCATE,969,"Mon 03-23-2020, 09:25:00 AM",AUTO THEFT,2404,13,4,1445743,1,23,2020,09,10
3B,459 PC BURG VEHICLE,736,"Sun 03-22-2020, 12:00:00 AM",BURGLARY,2299,01,3,1445744,7,22,2020,00,7
2A,459 PC BURG VEHICLE,222,"Mon 03-23-2020, 06:35:00 AM",BURGLARY,2299,01,2,1445745,1,23,2020,06,3
6C,459 PC BURG VEHICLE,1132,"Sun 03-22-2020, 03:15:00 PM",BURGLARY,2299,01,6,1445746,7,22,2020,15,17
1B,459 PC BURG VEHICLE,435,"Thu 03-19-2020, 02:51:00 AM",BURGLARY,2299,01,1,1445747,4,19,2020,02,1
5C,459 PC BURG VEHICLE,1654,"Sun 03-22-2020, 02:40:00 AM",BURGLARY,2299,01,5,1445749,7,22,2020,02,14
6D,459 PC BURG VEHICLE,856,"Sun 03-22-2020, 12:10:00 AM",BURGLARY,2299,01,6,1445750,7,22,2020,00,18
2A,459 PC BURG BUSINESS-FORCE,515,"Sat 03-21-2020, 01:00:00 AM",BURGLARY,2203,0,2,1445751,6,21,2020,01,3
5C,459 PC BURG VEHICLE,1654,"Sat 03-21-2020, 11:45:00 PM",BURGLARY,2299,01,5,1445752,6,21,2020,23,14
4A,459 PC BURG VEHICLE,918,"Sat 03-21-2020, 01:00:00 AM",BURGLARY,2299,01,4,1445753,6,21,2020,01,9
3B,484 PETTY THEFT CLOUT UNLOCKED,746,"Sun 03-22-2020, 06:30:00 AM",LARCENY,2305,0,3,1445754,7,22,2020,06,7
3A,459 PC BURG VEHICLE,776,"Mon 03-16-2020, 07:40:00 AM",BURGLARY,2299,01,3,1445755,1,16,2020,07,6
3B,459 PC BURG RESIDENCE-NO FORCE,728,"Sat 03-21-2020, 02:00:00 PM",BURGLARY,2204,0,3,1445756,6,21,2020,14,7
6C,487(A) PC GRAND THEFT >$950,1448,"Sat 03-21-2020, 04:30:00 AM",LARCENY,2303,1,6,1445757,6,21,2020,04,17
5C,459 PC BURG RESIDENCE-NO FORCE,1634,"Sat 03-21-2020, 09:10:00 PM",BURGLARY,2204,0,5,1445759,6,21,2020,21,14
3A,459 PC BURG RESIDENCE-NO FORCE,765,"Sun 03-22-2020, 06:30:00 PM",BURGLARY,2204,0,3,1445760,7,22,2020,18,6
4A,487(A) PC GRAND THEFT >$950,905,"Sat 03-21-2020, 11:00:00 AM",LARCENY,2303,1,4,1445761,6,21,2020,11,9
3M,487(A) PC GRAND THEFT >$950,742,"Sun 03-22-2020, 11:54:00 AM",LARCENY,2303,1,3,1445762,7,22,2020,11,8
4C,1708 US THEFT OF MAIL,1278,"Mon 03-23-2020, 06:00:00 PM",LARCENY,2310,0,4,1445763,1,23,2020,18,11
1A,459 PC BURG BUSINESS-FORCE,348,"Fri 03-20-2020, 04:00:00 PM",BURGLARY,2203,0,1,1445769,5,20,2020,16,0
6E,484 PETTY THEFT/LICENSE PLATE,888,"Tue 03-24-2020, 12:00:00 AM",LARCENY,2399,4,6,1445770,2,24,2020,00,19
4A,459 PC BURG BUSINESS-FORCE,926,"Mon 03-23-2020, 12:00:00 AM",BURGLARY,2203,0,4,1445772,1,23,2020,00,9
2A,487(A) PC GRAND THEFT >$950,237,"Tue 03-10-2020, 08:00:00 PM",LARCENY,2303,1,2,1445785,2,10,2020,20,3
4B,459 PC BURG VEHICLE,978,"Tue 03-24-2020, 03:30:00 AM",BURGLARY,2299,01,4,1445786,2,24,2020,03,10
2A,459 PC BURG VEHICLE,224,"Tue 03-24-2020, 04:15:00 AM",BURGLARY,2299,01,2,1445787,2,24,2020,04,3
6C,484 PC PETTY THEFT,1113,"Wed 03-11-2020, 03:55:00 PM",LARCENY,2399,2,6,1445788,3,11,2020,15,17
4C,459 PC BURG VEHICLE,1253,"Tue 03-10-2020, 08:30:00 AM",BURGLARY,2299,01,4,1445789,2,10,2020,08,11
5B,459 PC BURG VEHICLE,1603,"Thu 02-20-2020, 04:30:00 AM",BURGLARY,2299,01,5,1445797,4,20,2020,04,13
5B,459 PC BURG VEHICLE,1603,"Thu 03-12-2020, 01:00:00 AM",BURGLARY,2299,01,5,1445798,4,12,2020,01,13
4A,459 PC BURG VEHICLE,1203,"Mon 02-10-2020, 12:00:00 AM",BURGLARY,2299,01,4,1445799,1,10,2020,00,9
4A,459 PC BURG VEHICLE,1201,"Tue 03-24-2020, 12:00:00 PM",BURGLARY,2299,01,4,1445802,2,24,2020,12,9
4A,459 PC BURG BUSINESS-FORCE,905,"Tue 03-24-2020, 06:21:00 AM",BURGLARY,2203,0,4,1445813,2,24,2020,06,9
1A,211 PC ROBBERY-PURSE SNATCH,123,"Mon 03-23-2020, 04:50:00 PM",ROBBERY,1210,0,1,1445815,1,23,2020,16,0
3A,484 PC PETTY THEFT,775,"Sat 03-21-2020, 08:00:00 AM",LARCENY,2399,2,3,1445821,6,21,2020,08,6
